,date,rank,track_title,track_artist,wks_on_chart,peaks
1910,june-3-2023,30,Alone,Kim Petras feat. Nicki Minaj,3,30
1911,june-3-2023,31,Under The Influence,Chris Brown,27,9
1912,june-3-2023,32,Praising You (feat. Fatboy Slim),,2,32
1913,june-3-2023,33,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,3,33
1914,june-3-2023,34,Snooze,SZA,2,34
1915,june-3-2023,35,Wish You The Best,Lewis Capaldi,2,35
1916,june-3-2023,36,Anti-Hero,Taylor Swift,27,1
1917,june-3-2023,37,Cupid,FIFTY FIFTY,1,37
1918,june-3-2023,38,Fast Car,Luke Combs,1,38
1919,june-3-2023,39,Super Freaky Girl,Nicki Minaj,36,3
1920,june-3-2023,40,VOID,Melanie Martinez,1,40
1921,may-27-2023,1,Calm Down,Rema & Selena Gomez,25,1
1922,may-27-2023,2,Flowers,Miley Cyrus,17,1
1923,may-27-2023,3,Sure Thing,Miguel,11,3
1924,may-27-2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",20,2
1925,may-27-2023,5,Kill Bill,SZA,18,1
1926,may-27-2023,6,Die For You,The Weeknd,34,1
1927,may-27-2023,7,Boy's a liar,PinkPantheress,12,6
1928,may-27-2023,8,Eyes Closed,Ed Sheeran,7,8
1929,may-27-2023,9,Players,Coi Leray,16,8
1930,may-27-2023,10,Nonsense,Sabrina Carpenter,16,10
1931,may-27-2023,11,Chemical,Post Malone,4,9
1932,may-27-2023,12,Last Night,Morgan Wallen,10,12
1933,may-27-2023,13,Thank God,Kane Brown & Katelyn Brown,15,13
1934,may-27-2023,14,Escapism.,RAYE feat. 070 Shake,17,6
1935,may-27-2023,15,Waffle House,Jonas Brothers,5,15
1936,may-27-2023,16,Favorite Song,Toosii,6,16
1937,may-27-2023,17,Lavender Haze,Taylor Swift,23,5
1938,may-27-2023,18,Double Fantasy,The Weeknd & Future,3,18
1939,may-27-2023,19,HAPPY,NF,4,19
1940,may-27-2023,20,Unholy,Sam Smith & Kim Petras,30,1
1941,may-27-2023,21,Karma,Taylor Swift,2,21
1942,may-27-2023,22,Mother,Meghan Trainor,7,21
1943,may-27-2023,23,I'm Good (Blue),David Guetta & Bebe Rexha,33,1
1944,may-27-2023,24,Cinderella Snapped,Jax,8,24
1945,may-27-2023,25,Jaded,Miley Cyrus,3,25
1946,may-27-2023,26,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,3,26
1947,may-27-2023,27,TRUSTFALL,P!nk,5,27
1948,may-27-2023,28,Under The Influence,Chris Brown,26,9
1949,may-27-2023,29,LEFT RIGHT,XG,7,29
1950,may-27-2023,30,ceilings,Lizzy McAlpine,2,30
1951,may-27-2023,31,Can't Tame Her,Zara Larsson,9,29
1952,may-27-2023,32,Bloody Mary,Lady Gaga,19,10
1953,may-27-2023,33,Alone,Kim Petras feat. Nicki Minaj,2,33
1954,may-27-2023,34,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,2,34
1955,may-27-2023,35,Anti-Hero,Taylor Swift,26,1
1956,may-27-2023,36,Praising You (feat. Fatboy Slim),,1,36
1957,may-27-2023,37,Wish You The Best,Lewis Capaldi,1,37
1958,may-27-2023,38,Super Freaky Girl,Nicki Minaj,35,3
1959,may-27-2023,39,Snooze,SZA,1,39
1960,may-27-2023,40,I Like You (A Happier Song),Post Malone feat. Doja Cat,48,1
1961,may-20-2023,1,Calm Down,Rema & Selena Gomez,24,1
1962,may-20-2023,2,Flowers,Miley Cyrus,16,1
1963,may-20-2023,3,Sure Thing,Miguel,10,3
1964,may-20-2023,4,Kill Bill,SZA,17,1
1965,may-20-2023,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",19,2
1966,may-20-2023,6,Boy's a liar,PinkPantheress,11,6
1967,may-20-2023,7,Die For You,The Weeknd,33,1
1968,may-20-2023,8,Players,Coi Leray,15,8
1969,may-20-2023,9,Chemical,Post Malone,3,9
1970,may-20-2023,10,Eyes Closed,Ed Sheeran,6,10
1971,may-20-2023,11,Escapism.,RAYE feat. 070 Shake,16,6
1972,may-20-2023,12,Nonsense,Sabrina Carpenter,15,11
1973,may-20-2023,13,Last Night,Morgan Wallen,9,13
1974,may-20-2023,14,Thank God,Kane Brown & Katelyn Brown,14,14
1975,may-20-2023,15,Lavender Haze,Taylor Swift,22,5
1976,may-20-2023,16,Waffle House,Jonas Brothers,4,16
1977,may-20-2023,17,Favorite Song,Toosii,5,17
1978,may-20-2023,18,Double Fantasy,The Weeknd & Future,2,18
1979,may-20-2023,19,Unholy,Sam Smith & Kim Petras,29,1
1980,may-20-2023,20,HAPPY,NF,3,20
1981,may-20-2023,21,Mother,Meghan Trainor,6,21
1982,may-20-2023,22,I'm Good (Blue),David Guetta & Bebe Rexha,32,1
1983,may-20-2023,23,Bloody Mary,Lady Gaga,18,10
1984,may-20-2023,24,Cinderella Snapped,Jax,7,24
1985,may-20-2023,25,Karma,Taylor Swift,1,25
1986,may-20-2023,26,Jaded,Miley Cyrus,2,26
1987,may-20-2023,27,Under The Influence,Chris Brown,25,9
1988,may-20-2023,28,TRUSTFALL,P!nk,4,28
1989,may-20-2023,29,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,2,29
1990,may-20-2023,30,LEFT RIGHT,XG,6,30
1991,may-20-2023,31,Can't Tame Her,Zara Larsson,8,29
1992,may-20-2023,32,Anti-Hero,Taylor Swift,25,1
1993,may-20-2023,33,ceilings,Lizzy McAlpine,1,33
1994,may-20-2023,34,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,1,34
1995,may-20-2023,35,Special (feat. SZA),LIZZO,12,13
1996,may-20-2023,36,Alone,Kim Petras feat. Nicki Minaj,1,36
1997,may-20-2023,37,Super Freaky Girl,Nicki Minaj,34,3
1998,may-20-2023,38,Heaven,Niall Horan,11,21
1999,may-20-2023,39,Love Again,The Kid Laroi,13,13
2000,may-20-2023,40,I Like You (A Happier Song),Post Malone feat. Doja Cat,47,1
2001,may-13-2023,1,Flowers,Miley Cyrus,15,1
2002,may-13-2023,2,Calm Down,Rema & Selena Gomez,23,2
2003,may-13-2023,3,Kill Bill,SZA,16,1
2004,may-13-2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",18,2
2005,may-13-2023,5,Sure Thing,Miguel,9,5
2006,may-13-2023,6,Die For You,The Weeknd,32,1
2007,may-13-2023,7,Boy's a liar,PinkPantheress,10,7
2008,may-13-2023,8,Escapism.,RAYE feat. 070 Shake,15,6
2009,may-13-2023,9,Players,Coi Leray,14,9
2010,may-13-2023,10,Eyes Closed,Ed Sheeran,5,10
2011,may-13-2023,11,Nonsense,Sabrina Carpenter,14,11
2012,may-13-2023,12,Lavender Haze,Taylor Swift,21,5
2013,may-13-2023,13,Chemical,Post Malone,2,13
2014,may-13-2023,14,Last Night,Morgan Wallen,8,14
2015,may-13-2023,15,Bloody Mary,Lady Gaga,17,10
2016,may-13-2023,16,Thank God,Kane Brown & Katelyn Brown,13,16
2017,may-13-2023,17,Unholy,Sam Smith & Kim Petras,28,1
2018,may-13-2023,18,Favorite Song,Toosii,4,18
2019,may-13-2023,19,Special (feat. SZA),LIZZO,11,13
2020,may-13-2023,20,I'm Good (Blue),David Guetta & Bebe Rexha,31,1
2021,may-13-2023,21,Waffle House,Jonas Brothers,3,21
2022,may-13-2023,22,Mother,Meghan Trainor,5,22
2023,may-13-2023,23,Love Again,The Kid Laroi,12,13
2024,may-13-2023,24,Cinderella Snapped,Jax,6,24
2025,may-13-2023,25,HAPPY,NF,2,25
2026,may-13-2023,26,Under The Influence,Chris Brown,24,9
2027,may-13-2023,27,Lottery,Latto feat. LU KALA,10,18
2028,may-13-2023,28,Heaven,Niall Horan,10,21
2029,may-13-2023,29,Jaded,Miley Cyrus,1,29
2030,may-13-2023,30,Anti-Hero,Taylor Swift,24,1
2031,may-13-2023,31,TRUSTFALL,P!nk,3,31
2032,may-13-2023,32,Can't Tame Her,Zara Larsson,7,29
2033,may-13-2023,33,LEFT RIGHT,XG,5,33
2034,may-13-2023,34,Double Fantasy,The Weeknd & Future,1,34
2035,may-13-2023,35,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,1,35
2036,may-13-2023,36,Super Freaky Girl,Nicki Minaj,33,3
2037,may-13-2023,37,All Of The Girls You Loved Before,Taylor Swift,4,29
2038,may-13-2023,38,NO BAD DAYS (feat. Collett),Macklemore,3,37
2039,may-13-2023,39,I Like You (A Happier Song),Post Malone feat. Doja Cat,46,1
2040,may-13-2023,40,Made You Look,Meghan Trainor,22,5
2041,may-6-2023,1,Flowers,Miley Cyrus,14,1
2042,may-6-2023,2,Kill Bill,SZA,15,1
2043,may-6-2023,3,Calm Down,Rema & Selena Gomez,22,3
2044,may-6-2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",17,2
2045,may-6-2023,5,Sure Thing,Miguel,8,5
2046,may-6-2023,6,Die For You,The Weeknd,31,1
2047,may-6-2023,7,Escapism.,RAYE feat. 070 Shake,14,6
2048,may-6-2023,8,Lavender Haze,Taylor Swift,20,5
2049,may-6-2023,9,Players,Coi Leray,13,9
2050,may-6-2023,10,Boy's a liar,PinkPantheress,9,10
2051,may-6-2023,11,Eyes Closed,Ed Sheeran,4,11
2052,may-6-2023,12,Bloody Mary,Lady Gaga,16,10
2053,may-6-2023,13,Special (feat. SZA),LIZZO,10,13
2054,may-6-2023,14,Love Again,The Kid Laroi,11,13
2055,may-6-2023,15,Nonsense,Sabrina Carpenter,13,15
2056,may-6-2023,16,Unholy,Sam Smith & Kim Petras,27,1
2057,may-6-2023,17,Last Night,Morgan Wallen,7,17
2058,may-6-2023,18,I'm Good (Blue),David Guetta & Bebe Rexha,30,1
2059,may-6-2023,19,Lottery,Latto feat. LU KALA,9,18
2060,may-6-2023,20,Thank God,Kane Brown & Katelyn Brown,12,20
2061,may-6-2023,21,Heaven,Niall Horan,9,21
2062,may-6-2023,22,River,Miley Cyrus,6,19
2063,may-6-2023,23,Mother,Meghan Trainor,4,23
2064,may-6-2023,24,Under The Influence,Chris Brown,23,9
2065,may-6-2023,25,Cinderella Snapped,Jax,5,25
2066,may-6-2023,26,Chemical,Post Malone,1,26
2067,may-6-2023,27,Anti-Hero,Taylor Swift,23,1
2068,may-6-2023,28,Favorite Song,Toosii,3,28
2069,may-6-2023,29,All Of The Girls You Loved Before,Taylor Swift,3,29
2070,may-6-2023,30,Waffle House,Jonas Brothers,2,30
2071,may-6-2023,31,Heart Wants What It Wants,Bebe Rexha,7,27
2072,may-6-2023,32,TRUSTFALL,P!nk,2,32
2073,may-6-2023,33,Die 4 Me,Halsey,5,27
2074,may-6-2023,34,LEFT RIGHT,XG,4,33
2075,may-6-2023,35,Super Freaky Girl,Nicki Minaj,32,3
2076,may-6-2023,36,Can't Tame Her,Zara Larsson,6,29
2077,may-6-2023,37,NO BAD DAYS (feat. Collett),Macklemore,2,37
2078,may-6-2023,38,I Like You (A Happier Song),Post Malone feat. Doja Cat,45,1
2079,may-6-2023,39,Made You Look,Meghan Trainor,21,5
2080,may-6-2023,40,HAPPY,NF,1,40
2081,may-28-2022,1,As It Was,Harry Styles,6,1
2082,may-28-2022,2,Enemy feat. J.I.D. (from the series Arcane League of Legends),"Imagine Dragons, JID & League Of Legends",14,1
2083,may-28-2022,3,Big Energy,Latto,18,1
2084,may-28-2022,4,Woman,Doja Cat,20,1
2085,may-28-2022,5,THATS WHAT I WANT,Lil Nas X,31,1
2086,may-28-2022,6,Sweetest Pie,Megan Thee Stallion & Dua Lipa,9,6
2087,may-28-2022,7,Boyfriend,Dove Cameron,10,7
2088,may-28-2022,8,Heat Waves,Glass Animals,41,1
2089,may-28-2022,9,Bam Bam,Camila Cabello feat. Ed Sheeran,10,9
2090,may-28-2022,10,Ghost,Justin Bieber,32,1
2091,may-28-2022,11,First Class,Jack Harlow,4,11
2092,may-28-2022,12,she's all I wanna be,Tate McRae,11,12
2093,may-28-2022,13,STAY,"The Kid LAROI, Justin Bieber",41,1
2094,may-28-2022,14,Numb Little Bug,Em Beihold,8,14
2095,may-28-2022,15,When You're Gone,Shawn Mendes,6,15
2096,may-28-2022,16,One Right Now,Post Malone & The Weeknd,25,5
2097,may-28-2022,17,Thousand Miles,The Kid Laroi,3,17
2098,may-28-2022,18,About Damn Time,Lizzo,4,18
2099,may-28-2022,19,Get Into It (Yuh),Doja Cat,5,19
2100,may-28-2022,20,Need To Know,Doja Cat,34,1
2101,may-28-2022,21,2step,Ed Sheeran,3,21
2102,may-28-2022,22,I Love You So,The Walters,13,22
2103,may-28-2022,23,Love Me More,Sam Smith,2,23
2104,may-28-2022,24,abcdefu,Gayle,21,1
2105,may-28-2022,25,Freaky Deaky,Tyga feat. Doja Cat,8,25
2106,may-28-2022,26,Peru,Fireboy DML & Ed Sheeran,9,23
2107,may-28-2022,27,Chosen (feat. Ty Dolla $ign),"Blxst feat. Ty Dolla $ign, Tyga",21,21
2108,may-28-2022,28,The Motto,Tiësto & Ava Max,14,16
2109,may-28-2022,29,Out of Time,The Weeknd,5,29
2110,may-28-2022,30,TO THE MOON,Jnr Choi,4,30
2111,may-28-2022,31,Easy On Me,Adele,28,1
2112,may-28-2022,32,Don't Forget My Love,Diplo & Miguel,7,29
2113,may-28-2022,33,MAMIII,Becky G feat. KAROL G,4,33
2114,may-28-2022,34,Shivers,Ed Sheeran,33,4
2115,may-28-2022,35,All 4 Nothing (I'm So In Love),Lauv,2,35
2116,may-28-2022,36,Hold My Hand,Lady Gaga,1,36
2117,may-28-2022,37,Fingers Crossed,Lauren Spencer-Smith,17,9
2118,may-28-2022,38,INDUSTRY BABY,Lil Nas X & Jack Harlow,38,1
2119,may-28-2022,39,Maybe You’re The Problem,Ava Max,1,39
2120,may-28-2022,40,Bad Habits,Ed Sheeran,45,2
2121,may-21-2022,1,Enemy feat. J.I.D. (from the series Arcane League of Legends),"Imagine Dragons, JID & League Of Legends",13,1
2122,may-21-2022,2,Big Energy,Latto,17,1
2123,may-21-2022,3,As It Was,Harry Styles,5,3
2124,may-21-2022,4,Woman,Doja Cat,19,1
2125,may-21-2022,5,THATS WHAT I WANT,Lil Nas X,30,1
2126,may-21-2022,6,One Right Now,Post Malone & The Weeknd,24,5
2127,may-21-2022,7,Heat Waves,Glass Animals,40,1
2128,may-21-2022,8,Sweetest Pie,Megan Thee Stallion & Dua Lipa,8,8
2129,may-21-2022,9,Boyfriend,Dove Cameron,9,9
2130,may-21-2022,10,Ghost,Justin Bieber,31,1
2131,may-21-2022,11,STAY,"The Kid LAROI, Justin Bieber",40,1
2132,may-21-2022,12,Bam Bam,Camila Cabello feat. Ed Sheeran,9,12
2133,may-21-2022,13,she's all I wanna be,Tate McRae,10,13
2134,may-21-2022,14,First Class,Jack Harlow,3,14
2135,may-21-2022,15,When You're Gone,Shawn Mendes,5,15
2136,may-21-2022,16,Numb Little Bug,Em Beihold,7,16
2137,may-21-2022,17,The Motto,Tiësto & Ava Max,13,16
2138,may-21-2022,18,Need To Know,Doja Cat,33,1
2139,may-21-2022,19,About Damn Time,Lizzo,3,19
2140,may-21-2022,20,Thousand Miles,The Kid Laroi,2,20
2141,may-21-2022,21,abcdefu,Gayle,20,1
2142,may-21-2022,22,Fingers Crossed,Lauren Spencer-Smith,16,9
2143,may-21-2022,23,Get Into It (Yuh),Doja Cat,4,23
2144,may-21-2022,24,I Love You So,The Walters,12,24
2145,may-21-2022,25,Peru,Fireboy DML & Ed Sheeran,8,23
2146,may-21-2022,26,Freaky Deaky,Tyga feat. Doja Cat,7,26
2147,may-21-2022,27,Chosen (feat. Ty Dolla $ign),"Blxst feat. Ty Dolla $ign, Tyga",20,21
2148,may-21-2022,28,Easy On Me,Adele,27,1
2149,may-21-2022,29,2step,Ed Sheeran,2,29
2150,may-21-2022,30,TO THE MOON,Jnr Choi,3,30
2151,may-21-2022,31,Out of Time,The Weeknd,4,31
2152,may-21-2022,32,Don't Forget My Love,Diplo & Miguel,6,29
2153,may-21-2022,33,Shivers,Ed Sheeran,32,4
2154,may-21-2022,34,Love Me More,Sam Smith,1,34
2155,may-21-2022,35,House On Fire,Mimi Webb,6,35
2156,may-21-2022,36,INDUSTRY BABY,Lil Nas X & Jack Harlow,37,1
2157,may-21-2022,37,All 4 Nothing (I'm So In Love),Lauv,1,37
2158,may-21-2022,38,MAMIII,Becky G feat. KAROL G,3,38
2159,may-21-2022,39,Cold Heart,Elton John & Dua Lipa,31,8
2160,may-21-2022,40,Bad Habits,Ed Sheeran,44,2
2161,may-14-2022,1,Enemy feat. J.I.D. (from the series Arcane League of Legends),"Imagine Dragons, JID & League Of Legends",12,1
2162,may-14-2022,2,Big Energy,Latto,16,1
2163,may-14-2022,3,Woman,Doja Cat,18,1
2164,may-14-2022,4,THATS WHAT I WANT,Lil Nas X,29,1
2165,may-14-2022,5,One Right Now,Post Malone & The Weeknd,23,5
2166,may-14-2022,6,As It Was,Harry Styles,4,6
2167,may-14-2022,7,Heat Waves,Glass Animals,39,1
2168,may-14-2022,8,Sweetest Pie,Megan Thee Stallion & Dua Lipa,7,8
2169,may-14-2022,9,Ghost,Justin Bieber,30,1
2170,may-14-2022,10,STAY,"The Kid LAROI, Justin Bieber",39,1
2171,may-14-2022,11,Boyfriend,Dove Cameron,8,11
2172,may-14-2022,12,Bam Bam,Camila Cabello feat. Ed Sheeran,8,12
2173,may-14-2022,13,she's all I wanna be,Tate McRae,9,13
2174,may-14-2022,14,Fingers Crossed,Lauren Spencer-Smith,15,9
2175,may-14-2022,15,Need To Know,Doja Cat,32,1
2176,may-14-2022,16,The Motto,Tiësto & Ava Max,12,16
2177,may-14-2022,17,When You're Gone,Shawn Mendes,4,17
2178,may-14-2022,18,Numb Little Bug,Em Beihold,6,18
2179,may-14-2022,19,abcdefu,Gayle,19,1
2180,may-14-2022,20,COMPLETE MESS,5 Seconds Of Summer,8,19
2181,may-14-2022,21,First Class,Jack Harlow,2,21
2182,may-14-2022,22,About Damn Time,Lizzo,2,22
2183,may-14-2022,23,Peru,Fireboy DML & Ed Sheeran,7,23
2184,may-14-2022,24,Chosen (feat. Ty Dolla $ign),"Blxst feat. Ty Dolla $ign, Tyga",19,21
2185,may-14-2022,25,Get Into It (Yuh),Doja Cat,3,25
2186,may-14-2022,26,Freaky Deaky,Tyga feat. Doja Cat,6,26
2187,may-14-2022,27,Easy On Me,Adele,26,1
2188,may-14-2022,28,I Love You So,The Walters,11,24
2189,may-14-2022,29,Don't Forget My Love,Diplo & Miguel,5,29
2190,may-14-2022,30,Shivers,Ed Sheeran,31,4
2191,may-14-2022,31,Thousand Miles,The Kid Laroi,1,31
2192,may-14-2022,32,Out of Time,The Weeknd,3,32
2193,may-14-2022,33,TO THE MOON,Jnr Choi,2,33
2194,may-14-2022,34,INDUSTRY BABY,Lil Nas X & Jack Harlow,36,1
2195,may-14-2022,35,House On Fire,Mimi Webb,5,35
2196,may-14-2022,36,I'm Tired,Labrinth & Zendaya,5,33
2197,may-14-2022,37,2step,Ed Sheeran,1,37
2198,may-14-2022,38,Cold Heart,Elton John & Dua Lipa,30,8
2199,may-14-2022,39,MAMIII,Becky G feat. KAROL G,2,39
2200,may-14-2022,40,Bad Habits,Ed Sheeran,43,2
2201,may-7-2022,1,Big Energy,Latto,15,1
2202,may-7-2022,2,Enemy feat. J.I.D. (from the series Arcane League of Legends),"Imagine Dragons, JID & League Of Legends",11,2
2203,may-7-2022,3,Woman,Doja Cat,17,1
2204,may-7-2022,4,THATS WHAT I WANT,Lil Nas X,28,1
2205,may-7-2022,5,Heat Waves,Glass Animals,38,1
2206,may-7-2022,6,One Right Now,Post Malone & The Weeknd,22,6
2207,may-7-2022,7,As It Was,Harry Styles,3,7
2208,may-7-2022,8,Ghost,Justin Bieber,29,1
2209,may-7-2022,9,Fingers Crossed,Lauren Spencer-Smith,14,9
2210,may-7-2022,10,Sweetest Pie,Megan Thee Stallion & Dua Lipa,6,10
2211,may-7-2022,11,STAY,"The Kid LAROI, Justin Bieber",38,1
2212,may-7-2022,12,Bam Bam,Camila Cabello feat. Ed Sheeran,7,12
2213,may-7-2022,13,Boyfriend,Dove Cameron,7,13
2214,may-7-2022,14,Need To Know,Doja Cat,31,1
2215,may-7-2022,15,she's all I wanna be,Tate McRae,8,15
2216,may-7-2022,16,The Motto,Tiësto & Ava Max,11,16
2217,may-7-2022,17,abcdefu,Gayle,18,1
2218,may-7-2022,18,When You're Gone,Shawn Mendes,3,18
2219,may-7-2022,19,Numb Little Bug,Em Beihold,5,19
2220,may-7-2022,20,COMPLETE MESS,5 Seconds Of Summer,7,19
2221,may-7-2022,21,Chosen (feat. Ty Dolla $ign),"Blxst feat. Ty Dolla $ign, Tyga",18,21
2222,may-7-2022,22,Easy On Me,Adele,25,1
2223,may-7-2022,23,Peru,Fireboy DML & Ed Sheeran,6,23
2224,may-7-2022,24,I Love You So,The Walters,10,24
2225,may-7-2022,25,About Damn Time,Lizzo,1,25
2226,may-7-2022,26,Freaky Deaky,Tyga feat. Doja Cat,5,26
2227,may-7-2022,27,Get Into It (Yuh),Doja Cat,2,27
2228,may-7-2022,28,Shivers,Ed Sheeran,30,4
2229,may-7-2022,29,Love It When You Hate Me,Avril Lavigne feat. blackbear,6,29
2230,may-7-2022,30,Don't Forget My Love,Diplo & Miguel,4,30
2231,may-7-2022,31,INDUSTRY BABY,Lil Nas X & Jack Harlow,35,1
2232,may-7-2022,32,Out of Time,The Weeknd,2,32
2233,may-7-2022,33,I'm Tired,Labrinth & Zendaya,4,33
2234,may-7-2022,34,TO THE MOON,Jnr Choi,1,34
2235,may-7-2022,35,House On Fire,Mimi Webb,4,35
2236,may-7-2022,36,First Class,Jack Harlow,1,36
2237,may-7-2022,37,Cold Heart,Elton John & Dua Lipa,29,8
2238,may-7-2022,38,let you,Iann Dior,4,37
2239,may-7-2022,39,Bad Habits,Ed Sheeran,42,2
2240,may-7-2022,40,MAMIII,Becky G feat. KAROL G,1,40
